,Unnamed: 0_x,customerEmail,transactionId,orderId,paymentMethodId,paymentMethodRegistrationFailure,paymentMethodType,paymentMethodProvider,transactionAmount,transactionFailed,orderState,Unnamed: 0_y,customerPhone,customerDevice,customerIPAddress,customerBillingAddress,No_Transactions,No_Orders,No_Payments,Fraud,State
484,276,nancymayo@brown.com,ht0fcw33,ab2hxc,8mjcums28,1,apple pay,American Express,46,0,fulfilled,78,830-346-6543x518,1asmfecu4hbv73a2r5jy,79.112.154.104,"6927 Nathan Mountains
North April, PA 95355-9109",7,6,2,True,PA
485,277,nancymayo@brown.com,d6rooqlh,r8occu,oxpsbpotn,0,apple pay,Diners Club / Carte Blanche,72,0,fulfilled,78,830-346-6543x518,1asmfecu4hbv73a2r5jy,79.112.154.104,"6927 Nathan Mountains
North April, PA 95355-9109",7,6,2,True,PA
486,278,nancymayo@brown.com,5unj4ehj,ky361o,8mjcums28,1,apple pay,American Express,50,0,fulfilled,78,830-346-6543x518,1asmfecu4hbv73a2r5jy,79.112.154.104,"6927 Nathan Mountains
North April, PA 95355-9109",7,6,2,True,PA
487,279,nancymayo@brown.com,gkkxcjim,92e8bp,oxpsbpotn,0,apple pay,Diners Club / Carte Blanche,42,1,failed,78,830-346-6543x518,1asmfecu4hbv73a2r5jy,79.112.154.104,"6927 Nathan Mountains
North April, PA 95355-9109",7,6,2,True,PA
488,280,nancymayo@brown.com,uhz22wkv,92e8bp,8mjcums28,1,apple pay,American Express,42,0,failed,78,830-346-6543x518,1asmfecu4hbv73a2r5jy,79.112.154.104,"6927 Nathan Mountains
North April, PA 95355-9109",7,6,2,True,PA
489,281,nancymayo@brown.com,lg7lup4i,fu7lla,oxpsbpotn,0,apple pay,Diners Club / Carte Blanche,56,0,fulfilled,78,830-346-6543x518,1asmfecu4hbv73a2r5jy,79.112.154.104,"6927 Nathan Mountains
North April, PA 95355-9109",7,6,2,True,PA
490,282,nancymayo@brown.com,4z7tp93o,c5b579,oxpsbpotn,0,apple pay,Diners Club / Carte Blanche,30,0,pending,78,830-346-6543x518,1asmfecu4hbv73a2r5jy,79.112.154.104,"6927 Nathan Mountains
North April, PA 95355-9109",7,6,2,True,PA
491,285,warrenedward@arnold.com,0w4ng8t4,03euof,v50sqfm8h,1,card,American Express,47,0,fulfilled,80,201.737.5119x64000,6py7ewqjkxjw8zjl9eri,45.203.99.249,"49680 Brian Squares Apt. 122
Port Walterburgh, MH 02766-0708",4,4,14,True,MH
492,286,warrenedward@arnold.com,1od1zuej,e32v3f,3ahrb9ife,0,card,Voyager,31,0,fulfilled,80,201.737.5119x64000,6py7ewqjkxjw8zjl9eri,45.203.99.249,"49680 Brian Squares Apt. 122
Port Walterburgh, MH 02766-0708",4,4,14,True,MH
493,287,warrenedward@arnold.com,409r48ot,v3f3bo,bhta4vgb5,0,apple pay,VISA 13 digit,28,0,fulfilled,80,201.737.5119x64000,6py7ewqjkxjw8zjl9eri,45.203.99.249,"49680 Brian Squares Apt. 122
Port Walterburgh, MH 02766-0708",4,4,14,True,MH
494,288,warrenedward@arnold.com,kaxr9ib2,mfgt1j,v50sqfm8h,1,card,American Express,11,0,fulfilled,80,201.737.5119x64000,6py7ewqjkxjw8zjl9eri,45.203.99.249,"49680 Brian Squares Apt. 122
Port Walterburgh, MH 02766-0708",4,4,14,True,MH
495,289,rbolton@hotmail.com,hojsrmq7,j5ssnn,aiker5vh0,0,card,Voyager,27,0,fulfilled,81,04454448537,znuylfikiuid1orrwsvt,911e:44d8:824c:85a3:ba7a:6513:8d40:c4c3,"150 Kenneth Bypass Apt. 791
Kevinton, VT 92488",5,4,3,False,VT
496,290,rbolton@hotmail.com,mco06mub,j5ssnn,895soyhh1,0,apple pay,VISA 13 digit,27,1,fulfilled,81,04454448537,znuylfikiuid1orrwsvt,911e:44d8:824c:85a3:ba7a:6513:8d40:c4c3,"150 Kenneth Bypass Apt. 791
Kevinton, VT 92488",5,4,3,False,VT
497,291,rbolton@hotmail.com,lt32c5y7,pgpgct,895soyhh1,0,apple pay,VISA 13 digit,19,0,fulfilled,81,04454448537,znuylfikiuid1orrwsvt,911e:44d8:824c:85a3:ba7a:6513:8d40:c4c3,"150 Kenneth Bypass Apt. 791
Kevinton, VT 92488",5,4,3,False,VT
498,292,rbolton@hotmail.com,izx7ae9w,ywwu92,895soyhh1,0,apple pay,VISA 13 digit,17,0,fulfilled,81,04454448537,znuylfikiuid1orrwsvt,911e:44d8:824c:85a3:ba7a:6513:8d40:c4c3,"150 Kenneth Bypass Apt. 791
Kevinton, VT 92488",5,4,3,False,VT
499,293,rbolton@hotmail.com,nixfmk79,h7m36s,895soyhh1,0,apple pay,VISA 13 digit,27,1,fulfilled,81,04454448537,znuylfikiuid1orrwsvt,911e:44d8:824c:85a3:ba7a:6513:8d40:c4c3,"150 Kenneth Bypass Apt. 791
Kevinton, VT 92488",5,4,3,False,VT
500,294,jonathan99@stafford.org,ziw7e3wa,dyyrat,2nfc926ij,0,card,Mastercard,46,0,fulfilled,83,(986)656-8692x32356,1mt65bhu4bzyrmzeitz6,ecc1:e4b8:65e1:d1e:bf58:b09d:3c50:509,"4913 Wright Ranch
Roymouth, VI 48629",2,2,1,True,VI
501,295,jonathan99@stafford.org,d25j8j1o,kwmuvx,2nfc926ij,0,card,Mastercard,46,0,pending,83,(986)656-8692x32356,1mt65bhu4bzyrmzeitz6,ecc1:e4b8:65e1:d1e:bf58:b09d:3c50:509,"4913 Wright Ranch
Roymouth, VI 48629",2,2,1,True,VI
502,296,lleonard@turner-fleming.com,rids9xcr,vliicw,pube8iuin,0,card,JCB 15 digit,59,1,fulfilled,84,1-414-937-7421x73705,yfpqgg5oxsn107veaala,97.111.97.42,"96103 Riley Walks
Michellefort, ID 98085-6066",11,8,1,True,ID
503,297,lleonard@turner-fleming.com,vfr9e4p1,vliicw,pube8iuin,0,card,JCB 15 digit,59,0,fulfilled,84,1-414-937-7421x73705,yfpqgg5oxsn107veaala,97.111.97.42,"96103 Riley Walks
Michellefort, ID 98085-6066",11,8,1,True,ID
504,298,lleonard@turner-fleming.com,7vettvqh,a6e85x,pube8iuin,0,card,JCB 15 digit,71,0,fulfilled,84,1-414-937-7421x73705,yfpqgg5oxsn107veaala,97.111.97.42,"96103 Riley Walks
Michellefort, ID 98085-6066",11,8,1,True,ID
505,299,lleonard@turner-fleming.com,8zufs56k,s2yu52,pube8iuin,0,card,JCB 15 digit,75,0,fulfilled,84,1-414-937-7421x73705,yfpqgg5oxsn107veaala,97.111.97.42,"96103 Riley Walks
Michellefort, ID 98085-6066",11,8,1,True,ID
506,300,lleonard@turner-fleming.com,iavr78ml,2dt9hc,pube8iuin,0,card,JCB 15 digit,56,0,fulfilled,84,1-414-937-7421x73705,yfpqgg5oxsn107veaala,97.111.97.42,"96103 Riley Walks
Michellefort, ID 98085-6066",11,8,1,True,ID
507,301,lleonard@turner-fleming.com,po2qgue2,2dt9hc,pube8iuin,0,card,JCB 15 digit,56,1,fulfilled,84,1-414-937-7421x73705,yfpqgg5oxsn107veaala,97.111.97.42,"96103 Riley Walks
Michellefort, ID 98085-6066",11,8,1,True,ID
508,302,lleonard@turner-fleming.com,02xzx7s8,c8czvd,pube8iuin,0,card,JCB 15 digit,48,0,pending,84,1-414-937-7421x73705,yfpqgg5oxsn107veaala,97.111.97.42,"96103 Riley Walks
Michellefort, ID 98085-6066",11,8,1,True,ID
509,303,lleonard@turner-fleming.com,ubhcpkcn,aexkeb,pube8iuin,0,card,JCB 15 digit,55,0,fulfilled,84,1-414-937-7421x73705,yfpqgg5oxsn107veaala,97.111.97.42,"96103 Riley Walks
Michellefort, ID 98085-6066",11,8,1,True,ID
510,304,lleonard@turner-fleming.com,0zv4q3v7,014gsw,pube8iuin,0,card,JCB 15 digit,67,0,pending,84,1-414-937-7421x73705,yfpqgg5oxsn107veaala,97.111.97.42,"96103 Riley Walks
Michellefort, ID 98085-6066",11,8,1,True,ID
511,305,lleonard@turner-fleming.com,gidcndd6,014gsw,pube8iuin,0,card,JCB 15 digit,67,1,pending,84,1-414-937-7421x73705,yfpqgg5oxsn107veaala,97.111.97.42,"96103 Riley Walks
Michellefort, ID 98085-6066",11,8,1,True,ID
512,306,lleonard@turner-fleming.com,bkink4ub,8lwtag,pube8iuin,0,card,JCB 15 digit,40,0,failed,84,1-414-937-7421x73705,yfpqgg5oxsn107veaala,97.111.97.42,"96103 Riley Walks
Michellefort, ID 98085-6066",11,8,1,True,ID
513,307,whitedavid@jones-lloyd.org,3pymh6mw,gdsjvg,twmq62jy6,1,card,JCB 16 digit,70,0,fulfilled,85,902.047.2861,jvab5ehh3y5u4spybjm4,95.228.108.171,"881 Jessica Ford
Ericksonhaven, FL 83492-3227",5,5,4,True,FL
514,308,whitedavid@jones-lloyd.org,unkt953p,3oa84g,schhirx31,0,card,JCB 16 digit,52,0,fulfilled,85,902.047.2861,jvab5ehh3y5u4spybjm4,95.228.108.171,"881 Jessica Ford
Ericksonhaven, FL 83492-3227",5,5,4,True,FL
515,309,whitedavid@jones-lloyd.org,009jh4iq,a8rmch,twmq62jy6,1,card,JCB 16 digit,73,0,fulfilled,85,902.047.2861,jvab5ehh3y5u4spybjm4,95.228.108.171,"881 Jessica Ford
Ericksonhaven, FL 83492-3227",5,5,4,True,FL
516,310,whitedavid@jones-lloyd.org,bjtbye6a,znuuw1,schhirx31,0,card,JCB 16 digit,43,0,failed,85,902.047.2861,jvab5ehh3y5u4spybjm4,95.228.108.171,"881 Jessica Ford
Ericksonhaven, FL 83492-3227",5,5,4,True,FL
517,311,whitedavid@jones-lloyd.org,i8ish28k,0ssrq7,twmq62jy6,1,card,JCB 16 digit,45,0,fulfilled,85,902.047.2861,jvab5ehh3y5u4spybjm4,95.228.108.171,"881 Jessica Ford
Ericksonhaven, FL 83492-3227",5,5,4,True,FL
518,312,tayloreric@gmail.com,58xj4057,zwxx7h,ktxquppwn,0,card,Voyager,15,0,failed,87,1-160-137-7889x74832,sjoj10iss04dq90i4w7x,3.75.86.140,"3195 Farmer Mills Apt. 946
Brittanymouth, IA 14170",4,3,2,False,IA
519,313,tayloreric@gmail.com,c15e6515,zwxx7h,ktxquppwn,0,card,Voyager,15,1,failed,87,1-160-137-7889x74832,sjoj10iss04dq90i4w7x,3.75.86.140,"3195 Farmer Mills Apt. 946
Brittanymouth, IA 14170",4,3,2,False,IA
520,314,tayloreric@gmail.com,90fuwka6,hnm11l,e02yhpn93,1,bitcoin,Discover,16,0,fulfilled,87,1-160-137-7889x74832,sjoj10iss04dq90i4w7x,3.75.86.140,"3195 Farmer Mills Apt. 946
Brittanymouth, IA 14170",4,3,2,False,IA
521,315,tayloreric@gmail.com,v2eetof8,oe5ua5,ktxquppwn,0,card,Voyager,39,0,fulfilled,87,1-160-137-7889x74832,sjoj10iss04dq90i4w7x,3.75.86.140,"3195 Farmer Mills Apt. 946
Brittanymouth, IA 14170",4,3,2,False,IA
522,316,shelby24@hotmail.com,8bksc5m8,38153h,ust8991vz,1,card,Diners Club / Carte Blanche,40,0,fulfilled,88,(071)934-3315x27613,obb41ux0zfa2td5ajo9s,45.203.99.249,"3271 Cynthia Groves
Port Jeremyberg, CO 27305",5,4,2,True,CO
523,317,shelby24@hotmail.com,uy4yp6pt,ocwyyj,ws9sghi5j,0,card,Mastercard,33,1,failed,88,(071)934-3315x27613,obb41ux0zfa2td5ajo9s,45.203.99.249,"3271 Cynthia Groves
Port Jeremyberg, CO 27305",5,4,2,True,CO
524,318,shelby24@hotmail.com,vjunxb2y,ocwyyj,ust8991vz,1,card,Diners Club / Carte Blanche,33,0,failed,88,(071)934-3315x27613,obb41ux0zfa2td5ajo9s,45.203.99.249,"3271 Cynthia Groves
Port Jeremyberg, CO 27305",5,4,2,True,CO
525,319,shelby24@hotmail.com,9s2ob8gu,99fepx,ws9sghi5j,0,card,Mastercard,50,0,fulfilled,88,(071)934-3315x27613,obb41ux0zfa2td5ajo9s,45.203.99.249,"3271 Cynthia Groves
Port Jeremyberg, CO 27305",5,4,2,True,CO
526,320,shelby24@hotmail.com,z2u9dn7i,zjigls,ust8991vz,1,card,Diners Club / Carte Blanche,36,0,fulfilled,88,(071)934-3315x27613,obb41ux0zfa2td5ajo9s,45.203.99.249,"3271 Cynthia Groves
Port Jeremyberg, CO 27305",5,4,2,True,CO
527,321,cindydelgado@gmail.com,1fgz8zng,297izj,47p53nhjt,0,paypal,VISA 16 digit,35,0,failed,89,523.689.5105x7670,z3vo5aropo8rd2lfqrnq,86.201.239.98,"7835 Jasmine Mission Suite 502
Port Alejandra, WA 47942-2517",4,4,1,False,WA
528,322,cindydelgado@gmail.com,b13nyxts,4ryti3,47p53nhjt,0,paypal,VISA 16 digit,46,0,fulfilled,89,523.689.5105x7670,z3vo5aropo8rd2lfqrnq,86.201.239.98,"7835 Jasmine Mission Suite 502
Port Alejandra, WA 47942-2517",4,4,1,False,WA
529,323,cindydelgado@gmail.com,x73jfun1,1nblrq,47p53nhjt,0,paypal,VISA 16 digit,49,0,fulfilled,89,523.689.5105x7670,z3vo5aropo8rd2lfqrnq,86.201.239.98,"7835 Jasmine Mission Suite 502
Port Alejandra, WA 47942-2517",4,4,1,False,WA
530,324,cindydelgado@gmail.com,4o8fq6zf,lgnbul,47p53nhjt,0,paypal,VISA 16 digit,16,0,fulfilled,89,523.689.5105x7670,z3vo5aropo8rd2lfqrnq,86.201.239.98,"7835 Jasmine Mission Suite 502
Port Alejandra, WA 47942-2517",4,4,1,False,WA
531,325,brittanydean@hotmail.com,mq9xpl0j,4x5z1z,te1pi876k,0,card,Voyager,36,0,fulfilled,90,06238721842,yq8xiivmx4prlgx0gofo,3517:8e52:885:8640:a59:f5fd:cb33:b06a,"49680 Brian Squares Apt. 122
Port Walterburgh, MH 02766-0708",6,4,1,True,MH
532,326,brittanydean@hotmail.com,rsxqencf,4x5z1z,te1pi876k,0,card,Voyager,36,1,fulfilled,90,06238721842,yq8xiivmx4prlgx0gofo,3517:8e52:885:8640:a59:f5fd:cb33:b06a,"49680 Brian Squares Apt. 122
Port Walterburgh, MH 02766-0708",6,4,1,True,MH
533,327,brittanydean@hotmail.com,xqb78j8d,4x5z1z,te1pi876k,0,card,Voyager,36,1,fulfilled,90,06238721842,yq8xiivmx4prlgx0gofo,3517:8e52:885:8640:a59:f5fd:cb33:b06a,"49680 Brian Squares Apt. 122
Port Walterburgh, MH 02766-0708",6,4,1,True,MH
534,328,brittanydean@hotmail.com,tujxikee,cilumk,te1pi876k,0,card,Voyager,15,0,fulfilled,90,06238721842,yq8xiivmx4prlgx0gofo,3517:8e52:885:8640:a59:f5fd:cb33:b06a,"49680 Brian Squares Apt. 122
Port Walterburgh, MH 02766-0708",6,4,1,True,MH
535,329,brittanydean@hotmail.com,08k9grki,znrz7h,te1pi876k,0,card,Voyager,43,0,fulfilled,90,06238721842,yq8xiivmx4prlgx0gofo,3517:8e52:885:8640:a59:f5fd:cb33:b06a,"49680 Brian Squares Apt. 122
Port Walterburgh, MH 02766-0708",6,4,1,True,MH
536,330,brittanydean@hotmail.com,28ddf0q0,ysg7hn,te1pi876k,0,card,Voyager,36,0,fulfilled,90,06238721842,yq8xiivmx4prlgx0gofo,3517:8e52:885:8640:a59:f5fd:cb33:b06a,"49680 Brian Squares Apt. 122
Port Walterburgh, MH 02766-0708",6,4,1,True,MH
537,331,watkinscaroline@lewis-haas.com,evap24h5,z4z8pu,zsk2itfp9,0,card,Maestro,11,0,fulfilled,91,153-392-3908x8124,mcfj07mm32tyodtfh7z2,244.18.220.218,"991 Melton Viaduct
Wagnerville, NH 56051",2,2,1,False,NH
538,332,watkinscaroline@lewis-haas.com,qv0juj5h,kcyceh,zsk2itfp9,0,card,Maestro,27,0,fulfilled,91,153-392-3908x8124,mcfj07mm32tyodtfh7z2,244.18.220.218,"991 Melton Viaduct
Wagnerville, NH 56051",2,2,1,False,NH
539,333,marissacollins@mckinney.com,3ukr2xo2,r7iurq,5n1znn6g7,0,card,JCB 15 digit,31,1,fulfilled,92,09686705337,jx3d90d32iz1zlo5jntm,a2df:1771:97bf:98cb:3a4c:c7ec:a113:b080,"95667 Alex Burg
Greenton, NH 20710-0614",6,5,1,False,NH
540,334,marissacollins@mckinney.com,wkk02323,komvqe,5n1znn6g7,0,card,JCB 15 digit,33,0,fulfilled,92,09686705337,jx3d90d32iz1zlo5jntm,a2df:1771:97bf:98cb:3a4c:c7ec:a113:b080,"95667 Alex Burg
Greenton, NH 20710-0614",6,5,1,False,NH
541,335,marissacollins@mckinney.com,j8pqgvs2,oe260k,5n1znn6g7,0,card,JCB 15 digit,46,0,fulfilled,92,09686705337,jx3d90d32iz1zlo5jntm,a2df:1771:97bf:98cb:3a4c:c7ec:a113:b080,"95667 Alex Burg
Greenton, NH 20710-0614",6,5,1,False,NH
542,336,marissacollins@mckinney.com,ldrk3iu0,vo6yxx,5n1znn6g7,0,card,JCB 15 digit,12,1,fulfilled,92,09686705337,jx3d90d32iz1zlo5jntm,a2df:1771:97bf:98cb:3a4c:c7ec:a113:b080,"95667 Alex Burg
Greenton, NH 20710-0614",6,5,1,False,NH
543,337,marissacollins@mckinney.com,u8124k9p,vo6yxx,5n1znn6g7,0,card,JCB 15 digit,12,0,fulfilled,92,09686705337,jx3d90d32iz1zlo5jntm,a2df:1771:97bf:98cb:3a4c:c7ec:a113:b080,"95667 Alex Burg
Greenton, NH 20710-0614",6,5,1,False,NH
544,338,marissacollins@mckinney.com,ggmerx76,f1ykft,5n1znn6g7,0,card,JCB 15 digit,32,0,fulfilled,92,09686705337,jx3d90d32iz1zlo5jntm,a2df:1771:97bf:98cb:3a4c:c7ec:a113:b080,"95667 Alex Burg
Greenton, NH 20710-0614",6,5,1,False,NH
545,339,craig83@rasmussen-alvarado.com,rkahezdu,nzxaq8,dmbt74m31,0,bitcoin,Maestro,20,0,fulfilled,93,122-259-7479x336,s93o0wj3eqd9whcy9ng3,35.212.254.226,"10068 Adam Rapids Suite 792
Rileyburgh, GA 11372",2,2,13,True,GA
546,340,craig83@rasmussen-alvarado.com,crl6tv84,8yj5xm,2g0jtwk7z,0,apple pay,Diners Club / Carte Blanche,21,1,fulfilled,93,122-259-7479x336,s93o0wj3eqd9whcy9ng3,35.212.254.226,"10068 Adam Rapids Suite 792
Rileyburgh, GA 11372",2,2,13,True,GA
547,341,thernandez@johnson-quinn.com,gaxk9rqy,tnx3nb,5dcw1pvfp,0,card,VISA 16 digit,14,0,fulfilled,94,(940)148-2704,y2n05wrk1bg8w21bey0t,1f62:a7f0:6db0:caee:9b6a:eafd:dfea:c50,"911 Miller Summit Suite 426
Port Ashley, IA 03124-9666",2,2,1,False,IA
548,342,thernandez@johnson-quinn.com,m8r6hniu,un1swp,5dcw1pvfp,0,card,VISA 16 digit,22,0,fulfilled,94,(940)148-2704,y2n05wrk1bg8w21bey0t,1f62:a7f0:6db0:caee:9b6a:eafd:dfea:c50,"911 Miller Summit Suite 426
Port Ashley, IA 03124-9666",2,2,1,False,IA
549,343,emilyroberts@hotmail.com,65kax9bv,8hzrs6,k3j0csvbi,1,paypal,JCB 16 digit,22,0,pending,95,479.228.3536,dpgcbcifnntnq2ht4owp,87.18.25.113,"94798 Reed Park Apt. 840
Port Normanborough, ME 36946-3989",2,2,1,False,ME
550,344,emilyroberts@hotmail.com,jydc0igm,lv7bgj,k3j0csvbi,1,paypal,JCB 16 digit,14,0,fulfilled,95,479.228.3536,dpgcbcifnntnq2ht4owp,87.18.25.113,"94798 Reed Park Apt. 840
Port Normanborough, ME 36946-3989",2,2,1,False,ME
551,345,vmiller@hotmail.com,a77klpib,5qsujo,syeg4jsea,0,card,JCB 16 digit,36,0,fulfilled,97,000-734-4774,b1tjk5s0j9ybj1qpt3ik,164.79.214.9,"PSC 9111, Box 9839
APO AA 57283-9646",10,8,1,True,BoxAPOAA
552,346,vmiller@hotmail.com,ip5tk6rk,e079kp,syeg4jsea,0,card,JCB 16 digit,60,0,fulfilled,97,000-734-4774,b1tjk5s0j9ybj1qpt3ik,164.79.214.9,"PSC 9111, Box 9839
APO AA 57283-9646",10,8,1,True,BoxAPOAA
553,347,vmiller@hotmail.com,0kkdyxv9,e4zp2d,syeg4jsea,0,card,JCB 16 digit,57,0,fulfilled,97,000-734-4774,b1tjk5s0j9ybj1qpt3ik,164.79.214.9,"PSC 9111, Box 9839
APO AA 57283-9646",10,8,1,True,BoxAPOAA
554,348,vmiller@hotmail.com,mjnf4ynr,uwlkgq,syeg4jsea,0,card,JCB 16 digit,59,1,fulfilled,97,000-734-4774,b1tjk5s0j9ybj1qpt3ik,164.79.214.9,"PSC 9111, Box 9839
APO AA 57283-9646",10,8,1,True,BoxAPOAA
555,349,vmiller@hotmail.com,1hnqqte8,1r723d,syeg4jsea,0,card,JCB 16 digit,64,0,fulfilled,97,000-734-4774,b1tjk5s0j9ybj1qpt3ik,164.79.214.9,"PSC 9111, Box 9839
APO AA 57283-9646",10,8,1,True,BoxAPOAA
556,350,vmiller@hotmail.com,chhgzokp,1r723d,syeg4jsea,0,card,JCB 16 digit,64,1,fulfilled,97,000-734-4774,b1tjk5s0j9ybj1qpt3ik,164.79.214.9,"PSC 9111, Box 9839
APO AA 57283-9646",10,8,1,True,BoxAPOAA
557,351,vmiller@hotmail.com,1fvxj1f7,kclajf,syeg4jsea,0,card,JCB 16 digit,54,0,fulfilled,97,000-734-4774,b1tjk5s0j9ybj1qpt3ik,164.79.214.9,"PSC 9111, Box 9839
APO AA 57283-9646",10,8,1,True,BoxAPOAA
558,352,vmiller@hotmail.com,2pxfi412,src36a,syeg4jsea,0,card,JCB 16 digit,55,0,fulfilled,97,000-734-4774,b1tjk5s0j9ybj1qpt3ik,164.79.214.9,"PSC 9111, Box 9839
APO AA 57283-9646",10,8,1,True,BoxAPOAA
559,353,vmiller@hotmail.com,vmzjq1hz,src36a,syeg4jsea,0,card,JCB 16 digit,55,1,fulfilled,97,000-734-4774,b1tjk5s0j9ybj1qpt3ik,164.79.214.9,"PSC 9111, Box 9839
APO AA 57283-9646",10,8,1,True,BoxAPOAA
560,354,vmiller@hotmail.com,tp8rcpaj,urki6d,syeg4jsea,0,card,JCB 16 digit,47,0,failed,97,000-734-4774,b1tjk5s0j9ybj1qpt3ik,164.79.214.9,"PSC 9111, Box 9839
APO AA 57283-9646",10,8,1,True,BoxAPOAA
561,355,david45@gmail.com,37wzwli3,xmco0d,g7u0onbnv,0,card,JCB 15 digit,74,0,fulfilled,98,(508)223-3834,l6qv05oe0h0j78kx84ex,9d8d:535b:36fc:8773:bec0:8fa5:3206:4cb5,"5360 Adams Falls Suite 829
Hensleymouth, WV 86746-6334",10,8,5,True,WV
562,356,david45@gmail.com,t08f5g4x,6kc5n5,u1ae0romw,0,card,Discover,57,0,fulfilled,98,(508)223-3834,l6qv05oe0h0j78kx84ex,9d8d:535b:36fc:8773:bec0:8fa5:3206:4cb5,"5360 Adams Falls Suite 829
Hensleymouth, WV 86746-6334",10,8,5,True,WV
563,357,david45@gmail.com,1nm2xl3k,l35jjq,g7u0onbnv,0,card,JCB 15 digit,57,1,fulfilled,98,(508)223-3834,l6qv05oe0h0j78kx84ex,9d8d:535b:36fc:8773:bec0:8fa5:3206:4cb5,"5360 Adams Falls Suite 829
Hensleymouth, WV 86746-6334",10,8,5,True,WV
564,358,david45@gmail.com,o09fmom1,l35jjq,60ktm2k9f,0,bitcoin,JCB 16 digit,57,1,fulfilled,98,(508)223-3834,l6qv05oe0h0j78kx84ex,9d8d:535b:36fc:8773:bec0:8fa5:3206:4cb5,"5360 Adams Falls Suite 829
Hensleymouth, WV 86746-6334",10,8,5,True,WV
565,359,david45@gmail.com,rbjz1iom,l35jjq,g7u0onbnv,0,card,JCB 15 digit,57,1,fulfilled,98,(508)223-3834,l6qv05oe0h0j78kx84ex,9d8d:535b:36fc:8773:bec0:8fa5:3206:4cb5,"5360 Adams Falls Suite 829
Hensleymouth, WV 86746-6334",10,8,5,True,WV
566,360,david45@gmail.com,lva5by83,ujgjis,u1ae0romw,0,card,Discover,53,0,fulfilled,98,(508)223-3834,l6qv05oe0h0j78kx84ex,9d8d:535b:36fc:8773:bec0:8fa5:3206:4cb5,"5360 Adams Falls Suite 829
Hensleymouth, WV 86746-6334",10,8,5,True,WV
567,361,david45@gmail.com,1jpyo91x,3hprb8,s5crwdixe,0,apple pay,Voyager,61,0,fulfilled,98,(508)223-3834,l6qv05oe0h0j78kx84ex,9d8d:535b:36fc:8773:bec0:8fa5:3206:4cb5,"5360 Adams Falls Suite 829
Hensleymouth, WV 86746-6334",10,8,5,True,WV
568,362,david45@gmail.com,w7v8dfj3,745ioj,tulie7ios,0,card,Diners Club / Carte Blanche,67,0,fulfilled,98,(508)223-3834,l6qv05oe0h0j78kx84ex,9d8d:535b:36fc:8773:bec0:8fa5:3206:4cb5,"5360 Adams Falls Suite 829
Hensleymouth, WV 86746-6334",10,8,5,True,WV
569,363,david45@gmail.com,55dcono8,fc3nvv,tulie7ios,0,card,Diners Club / Carte Blanche,47,0,fulfilled,98,(508)223-3834,l6qv05oe0h0j78kx84ex,9d8d:535b:36fc:8773:bec0:8fa5:3206:4cb5,"5360 Adams Falls Suite 829
Hensleymouth, WV 86746-6334",10,8,5,True,WV
570,364,david45@gmail.com,88pxkgun,owjv3s,u1ae0romw,0,card,Discover,36,0,fulfilled,98,(508)223-3834,l6qv05oe0h0j78kx84ex,9d8d:535b:36fc:8773:bec0:8fa5:3206:4cb5,"5360 Adams Falls Suite 829
Hensleymouth, WV 86746-6334",10,8,5,True,WV
571,365,fdavis@wolfe-brown.com,4r72r534,ohf8go,ru53ucaj4,0,card,Diners Club / Carte Blanche,17,0,fulfilled,99,143-448-8038x81186,gt7k74rsgtklj0zjx8gl,69.138.168.116,"6609 Hannah Road Suite 577
Richardchester, AL 20921",3,3,3,True,AL
572,366,fdavis@wolfe-brown.com,0flz070f,06hsk6,ru53ucaj4,0,card,Diners Club / Carte Blanche,25,0,fulfilled,99,143-448-8038x81186,gt7k74rsgtklj0zjx8gl,69.138.168.116,"6609 Hannah Road Suite 577
Richardchester, AL 20921",3,3,3,True,AL
573,367,fdavis@wolfe-brown.com,lbfnlnfe,u4dydn,gims4zlcp,0,card,Voyager,30,0,fulfilled,99,143-448-8038x81186,gt7k74rsgtklj0zjx8gl,69.138.168.116,"6609 Hannah Road Suite 577
Richardchester, AL 20921",3,3,3,True,AL
574,368,kathleenlee@yahoo.com,fkoqiy81,uz0oa1,qr7kuc1gm,0,apple pay,American Express,41,0,fulfilled,100,03898354581,3nl9r01aoqks8pn0m4hb,143.172.2.212,"206 Olson Viaduct Apt. 982
North Charleschester, CA 67567",6,4,3,False,CA
575,369,kathleenlee@yahoo.com,xszxv6w1,5vu69a,qr7kuc1gm,0,apple pay,American Express,10,0,pending,100,03898354581,3nl9r01aoqks8pn0m4hb,143.172.2.212,"206 Olson Viaduct Apt. 982
North Charleschester, CA 67567",6,4,3,False,CA
576,370,kathleenlee@yahoo.com,9masuhff,mpwhj2,qr7kuc1gm,0,apple pay,American Express,38,0,fulfilled,100,03898354581,3nl9r01aoqks8pn0m4hb,143.172.2.212,"206 Olson Viaduct Apt. 982
North Charleschester, CA 67567",6,4,3,False,CA
577,371,kathleenlee@yahoo.com,nl649qu5,mpwhj2,1uzbo147p,0,card,Diners Club / Carte Blanche,38,1,fulfilled,100,03898354581,3nl9r01aoqks8pn0m4hb,143.172.2.212,"206 Olson Viaduct Apt. 982
North Charleschester, CA 67567",6,4,3,False,CA
